EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
16.780,8.151,21.772,89.132,59.506,47.534,40.965,19.016,-0.105,0.927,0.372,-4.547,6.165,7.019,86.667,28445.000,1.000
16.408,9.119,23.527,122.431,67.629,54.993,46.488,22.324,-0.106,0.928,0.372,-4.547,5.981,6.958,86.667,28446.000,1.000
15.249,9.342,24.826,149.055,71.911,60.289,49.942,24.962,-0.105,0.927,0.373,-4.425,5.768,7.019,86.667,28447.000,1.000
10.233,6.956,23.117,160.365,67.729,58.867,46.594,23.945,-0.104,0.929,0.374,-4.333,5.676,6.989,86.667,28448.000,1.000
-0.454,1.372,16.704,146.092,51.020,46.648,32.237,17.531,-0.106,0.929,0.372,-4.364,5.493,7.019,86.667,28449.000,1.000
-14.144,-5.562,7.074,107.541,25.061,25.956,9.561,7.627,-0.107,0.931,0.373,-4.486,5.249,7.050,86.667,28450.000,1.000
-25.635,-11.224,-2.425,59.036,-0.895,4.349,-13.220,-1.829,-0.104,0.932,0.373,-4.639,5.066,7.080,86.667,28451.000,1.000
-31.935,-14.634,-9.846,14.939,-19.992,-12.448,-30.046,-8.477,-0.101,0.931,0.376,-4.700,4.791,6.958,86.667,28452.000,1.000
-33.702,-16.450,-15.413,-20.881,-32.315,-24.241,-40.888,-12.512,-0.098,0.929,0.376,-4.822,4.730,6.958,86.667,28453.000,1.000
-32.162,-16.683,-19.162,-50.393,-40.325,-32.470,-47.497,-14.420,-0.094,0.928,0.376,-4.852,4.517,7.050,86.667,28454.000,1.000
-26.452,-13.634,-19.244,-69.909,-42.334,-34.947,-47.844,-13.080,-0.094,0.927,0.372,-4.822,4.364,7.172,86.667,28455.000,1.000
-15.156,-5.890,-13.559,-68.860,-33.263,-26.936,-37.306,-6.890,-0.094,0.925,0.371,-4.761,4.395,7.294,86.667,28456.000,1.000
0.139,5.064,-2.910,-41.729,-12.052,-7.709,-15.462,3.430,-0.093,0.923,0.371,-4.883,4.364,7.385,86.667,28457.000,1.000
14.452,15.251,8.588,2.682,14.314,16.259,10.732,14.202,-0.095,0.920,0.369,-4.730,4.242,7.294,86.667,28458.000,1.000
23.386,21.507,16.878,47.977,36.258,36.389,32.317,21.657,-0.096,0.918,0.372,-4.669,4.089,7.294,86.667,28459.000,1.000
26.570,23.670,20.935,84.459,49.657,48.945,45.536,24.746,-0.097,0.918,0.375,-4.517,3.967,7.233,86.667,28460.000,1.000
26.258,23.196,21.851,112.622,56.333,55.231,51.927,24.513,-0.097,0.918,0.372,-4.486,3.876,7.233,86.667,28461.000,1.000
23.425,20.520,20.025,133.186,57.659,56.175,52.486,21.576,-0.096,0.919,0.373,-4.333,3.784,7.141,86.667,28462.000,1.000
16.815,14.765,14.576,139.377,50.972,49.677,44.795,15.562,-0.095,0.922,0.372,-4.211,3.601,7.111,86.667,28463.000,1.000
5.949,5.910,5.486,123.018,33.709,34.317,27.127,6.969,-0.096,0.924,0.375,-4.150,3.479,7.080,86.667,28464.000,1.000
-6.513,-3.943,-5.044,86.146,8.989,13.568,3.327,-1.825,-0.096,0.926,0.372,-4.089,3.387,6.989,86.667,28465.000,1.000
-16.356,-11.847,-13.953,42.151,-15.348,-5.706,-18.662,-8.100,-0.095,0.929,0.372,-4.089,3.235,6.958,86.667,28466.000,1.000
-21.147,-15.932,-19.303,4.791,-32.925,-18.484,-32.861,-10.655,-0.096,0.928,0.369,-3.876,3.082,6.958,86.667,28467.000,1.000
-21.271,-15.870,-20.703,-21.162,-42.530,-24.182,-38.543,-9.899,-0.094,0.926,0.370,-3.784,2.991,6.866,86.667,28468.000,1.000
-17.845,-11.897,-18.360,-36.990,-45.440,-24.218,-37.506,-6.548,-0.095,0.927,0.371,-3.845,2.808,6.744,86.667,28469.000,1.000
-10.602,-3.981,-12.222,-40.607,-40.749,-18.316,-29.713,-0.587,-0.095,0.927,0.367,-3.723,2.686,6.683,86.667,28470.000,1.000
0.952,7.250,-2.783,-25.322,-26.002,-5.140,-13.886,7.860,-0.092,0.928,0.369,-3.815,2.533,6.531,86.667,28471.000,1.000
14.660,18.984,7.324,10.206,-2.912,13.208,7.569,16.688,-0.092,0.928,0.369,-3.723,2.533,6.531,86.667,28472.000,1.000
25.992,27.283,14.239,55.377,20.757,30.213,27.379,22.432,-0.090,0.926,0.369,-3.662,2.380,6.500,86.667,28473.000,1.000
32.067,30.480,16.408,95.772,37.588,40.646,39.459,23.667,-0.085,0.926,0.363,-3.510,2.441,6.470,86.667,28474.000,1.000
34.112,30.514,16.082,126.094,47.190,45.566,44.589,22.630,-0.082,0.925,0.366,-3.479,2.380,6.439,86.667,28475.000,1.000
34.765,30.080,16.339,150.573,53.988,49.397,47.750,22.423,-0.080,0.927,0.365,-3.326,2.472,6.439,86.667,28476.000,1.000
33.807,29.217,17.302,170.944,59.193,52.875,50.490,23.201,-0.081,0.925,0.367,-3.387,2.502,6.470,86.667,28477.000,1.000
28.020,25.521,16.022,178.667,57.605,50.921,48.099,21.915,-0.081,0.923,0.364,-3.479,2.563,6.500,86.667,28478.000,1.000
15.560,17.562,9.968,162.224,43.468,38.189,35.204,15.839,-0.079,0.923,0.366,-3.418,2.625,6.409,86.667,28479.000,1.000
-0.619,7.218,0.096,120.874,18.192,15.760,12.935,5.800,-0.078,0.922,0.366,-3.357,2.777,6.439,86.667,28480.000,1.000
-14.887,-1.997,-10.142,67.285,-9.932,-9.246,-11.418,-4.715,-0.077,0.925,0.364,-3.174,2.899,6.378,86.667,28481.000,1.000
-23.957,-8.210,-18.263,15.661,-33.572,-30.419,-31.485,-13.094,-0.076,0.928,0.367,-3.174,2.960,6.439,86.667,28482.000,1.000
-28.496,-11.830,-24.026,-28.970,-51.412,-46.244,-46.118,-19.008,-0.075,0.932,0.369,-3.265,3.113,6.500,86.667,28483.000,1.000
-30.047,-13.408,-27.457,-67.313,-64.696,-57.239,-56.137,-22.584,-0.073,0.929,0.367,-3.357,3.265,6.500,86.667,28484.000,1.000
-27.949,-12.078,-27.043,-94.986,-71.172,-61.263,-59.224,-22.642,-0.078,0.929,0.368,-3.540,3.418,6.500,86.667,28485.000,1.000
-20.318,-6.625,-20.796,-100.818,-65.412,-54.065,-50.679,-17.593,-0.077,0.928,0.371,-3.693,3.601,6.470,86.667,28486.000,1.000
-7.792,2.095,-9.265,-78.503,-45.958,-35.119,-29.901,-8.087,-0.076,0.926,0.368,-3.723,3.601,6.348,86.667,28487.000,1.000
4.939,10.461,3.073,-37.280,-20.229,-11.470,-4.393,1.795,-0.074,0.924,0.368,-3.723,3.601,6.256,86.667,28488.000,1.000
12.607,14.699,10.763,3.726,0.472,6.742,15.254,7.230,-0.074,0.927,0.369,-3.784,3.662,6.134,86.667,28489.000,1.000
14.085,14.208,12.168,32.285,10.965,15.052,24.542,6.923,-0.074,0.927,0.370,-3.784,3.784,6.104,86.667,28490.000,1.000
12.277,11.413,10.268,50.139,14.798,16.934,27.039,3.761,-0.074,0.926,0.368,-3.754,3.784,6.042,86.667,28491.000,1.000
9.495,8.352,8.393,62.320,16.571,16.822,26.970,0.921,-0.077,0.924,0.368,-3.906,3.845,6.012,86.667,28492.000,1.000
4.620,4.511,6.337,64.480,14.547,13.395,22.650,-1.689,-0.077,0.923,0.371,-4.059,3.876,5.920,86.667,28493.000,1.000
-4.136,-1.334,1.695,46.159,3.454,2.097,9.585,-6.231,-0.079,0.919,0.371,-3.967,3.845,5.768,86.667,28494.000,1.000
-14.826,-8.090,-5.740,5.748,-16.579,-16.788,-11.277,-12.847,-0.079,0.920,0.370,-3.845,3.906,5.646,86.667,28495.000,1.000
-22.493,-12.841,-13.035,-44.139,-37.958,-36.346,-32.262,-18.787,-0.077,0.922,0.369,-3.815,3.967,5.676,86.667,28496.000,1.000
-24.290,-14.104,-17.665,-88.734,-53.419,-50.172,-46.575,-21.804,-0.077,0.925,0.371,-3.723,3.845,5.585,86.667,28497.000,1.000
-21.633,-12.875,-19.695,-123.483,-62.241,-57.826,-53.751,-22.250,-0.078,0.926,0.373,-3.693,3.754,5.585,86.667,28498.000,1.000
-17.008,-10.450,-19.889,-150.666,-66.880,-61.599,-56.158,-21.209,-0.079,0.926,0.373,-3.632,3.815,5.524,86.667,28499.000,1.000
-10.435,-6.506,-17.259,-167.166,-66.001,-60.317,-52.721,-18.014,-0.081,0.927,0.371,-3.571,3.723,5.493,86.667,28500.000,1.000
-0.103,0.120,-9.653,-161.680,-54.055,-49.085,-38.904,-10.699,-0.082,0.928,0.371,-3.632,3.754,5.432,86.667,28501.000,1.000
13.846,9.064,3.170,-126.577,-28.503,-25.755,-13.359,0.995,-0.082,0.928,0.369,-3.723,3.784,5.310,86.667,28502.000,1.000
27.560,17.617,17.768,-69.601,4.610,4.106,17.361,13.857,-0.082,0.927,0.370,-3.815,3.571,5.280,86.667,28503.000,1.000
36.538,22.838,29.223,-9.455,34.665,30.771,42.962,23.439,-0.083,0.927,0.371,-3.754,3.418,5.219,86.667,28504.000,1.000
39.702,24.169,35.083,39.984,55.473,48.512,57.928,27.833,-0.086,0.922,0.374,-3.754,3.235,5.219,86.667,28505.000,1.000
38.930,22.916,36.101,76.716,67.699,57.904,63.683,28.062,-0.087,0.923,0.376,-3.876,2.930,5.096,86.667,28506.000,1.000
34.791,19.255,32.989,101.133,72.188,59.876,62.195,24.731,-0.086,0.923,0.369,-3.784,2.777,5.005,86.667,28507.000,1.000
25.174,11.631,24.574,105.984,65.045,51.283,51.148,16.408,-0.085,0.927,0.372,-3.723,2.563,4.913,86.667,28508.000,1.000
9.393,0.004,10.630,82.333,42.859,29.596,28.368,2.819,-0.083,0.928,0.372,-3.754,2.411,4.852,86.667,28509.000,1.000
-8.233,-11.920,-5.053,33.937,10.868,0.051,-1.103,-12.027,-0.082,0.929,0.369,-3.784,2.289,4.700,86.667,28510.000,1.000
-20.982,-19.256,-16.641,-20.987,-18.465,-25.970,-26.449,-22.185,-0.083,0.930,0.373,-3.693,2.167,4.547,86.667,28511.000,1.000
-25.695,-20.393,-21.286,-64.751,-35.913,-40.402,-40.236,-25.121,-0.085,0.929,0.372,-3.754,1.953,4.517,86.667,28512.000,1.000
-24.671,-17.796,-20.865,-93.271,-42.058,-44.083,-43.720,-23.316,-0.084,0.928,0.371,-3.815,1.770,4.547,86.667,28513.000,1.000
-21.496,-14.466,-18.533,-111.755,-42.492,-42.301,-42.151,-20.483,-0.086,0.927,0.374,-3.906,1.617,4.578,86.667,28514.000,1.000
-16.827,-10.946,-15.145,-121.298,-39.279,-37.411,-37.311,-17.691,-0.085,0.927,0.372,-3.815,1.556,4.486,86.667,28515.000,1.000
-9.462,-6.354,-9.950,-115.270,-29.854,-27.966,-26.994,-13.895,-0.084,0.928,0.373,-3.845,1.373,4.364,86.667,28516.000,1.000
-0.231,-1.109,-3.443,-89.264,-13.301,-13.769,-10.717,-8.926,-0.082,0.928,0.374,-3.967,1.129,4.333,86.667,28517.000,1.000
7.245,2.776,2.069,-50.170,5.523,1.143,6.910,-4.453,-0.082,0.928,0.374,-3.937,1.038,4.272,86.667,28518.000,1.000
10.069,4.004,4.929,-11.533,19.951,11.985,20.016,-1.834,-0.081,0.929,0.373,-3.998,0.946,4.272,86.667,28519.000,1.000
8.991,3.447,6.086,18.942,28.191,18.341,27.369,-0.220,-0.082,0.927,0.376,-4.089,0.916,4.211,86.667,28520.000,1.000
6.596,2.473,7.321,42.655,33.147,23.112,31.878,1.867,-0.082,0.928,0.376,-3.998,0.732,4.181,86.667,28521.000,1.000
3.473,0.645,8.062,60.556,35.889,26.677,34.549,3.699,-0.082,0.929,0.374,-3.967,0.671,4.089,86.667,28522.000,1.000
-2.291,-3.727,5.463,65.446,32.424,24.806,31.736,2.563,-0.081,0.930,0.375,-3.876,0.671,4.059,86.667,28523.000,1.000
-11.999,-11.070,-2.456,47.399,18.166,13.061,19.300,-3.360,-0.078,0.929,0.376,-3.906,0.671,3.967,86.667,28524.000,1.000
-23.743,-19.249,-14.299,6.067,-5.503,-7.617,-1.473,-12.838,-0.077,0.931,0.376,-3.937,0.671,3.815,86.667,28525.000,1.000
-33.417,-24.993,-25.834,-45.451,-30.597,-30.327,-23.337,-22.123,-0.078,0.930,0.375,-4.059,0.519,3.815,86.667,28526.000,1.000
-38.358,-26.735,-33.241,-90.944,-49.110,-47.715,-39.125,-27.794,-0.079,0.929,0.377,-4.089,0.397,3.876,86.667,28527.000,1.000
-39.017,-25.535,-35.610,-123.182,-58.915,-57.182,-47.096,-28.907,-0.079,0.928,0.376,-4.150,0.427,3.754,86.667,28528.000,1.000
-36.509,-22.883,-33.836,-142.898,-61.715,-59.510,-48.889,-26.078,-0.081,0.925,0.374,-4.059,0.397,3.754,86.667,28529.000,1.000
-29.922,-18.611,-28.205,-148.415,-57.088,-54.088,-44.080,-19.526,-0.081,0.923,0.375,-3.998,0.275,3.662,86.667,28530.000,1.000
-17.740,-11.918,-18.529,-132.731,-42.018,-38.721,-30.079,-9.321,-0.080,0.924,0.378,-3.815,0.244,3.540,86.667,28531.000,1.000
-1.604,-3.848,-6.304,-93.195,-16.804,-14.567,-7.691,2.746,-0.078,0.927,0.379,-3.937,0.214,3.479,86.667,28532.000,1.000
13.129,2.598,4.920,-39.830,11.502,11.453,16.084,12.908,-0.076,0.929,0.378,-3.937,0.153,3.448,86.667,28533.000,1.000
21.533,5.172,12.073,10.593,33.870,31.214,32.893,17.886,-0.074,0.932,0.374,-3.845,0.153,3.418,86.667,28534.000,1.000
23.012,4.351,14.833,48.162,46.692,41.727,39.934,17.391,-0.071,0.935,0.372,-3.784,0.183,3.387,86.667,28535.000,1.000
20.255,2.036,14.766,74.155,52.535,45.508,40.363,13.635,-0.072,0.940,0.375,-3.815,0.397,3.357,86.667,28536.000,1.000
15.347,-0.937,12.851,91.965,54.100,45.229,37.467,8.719,-0.073,0.942,0.374,-3.906,0.427,3.448,86.667,28537.000,1.000
8.404,-5.005,8.847,98.181,50.064,40.171,30.795,3.427,-0.071,0.941,0.373,-3.937,0.488,3.418,86.667,28538.000,1.000
-0.311,-10.022,2.860,85.938,37.999,28.655,18.758,-1.725,-0.070,0.941,0.374,-3.967,0.610,3.479,86.667,28539.000,1.000
-8.582,-14.343,-3.503,55.568,19.751,12.374,3.198,-5.505,-0.068,0.939,0.373,-4.059,0.732,3.479,86.667,28540.000,1.000
-13.424,-16.091,-8.089,17.669,1.614,-3.497,-10.794,-6.667,-0.069,0.936,0.370,-4.089,0.793,3.418,86.667,28541.000,1.000
-13.777,-15.023,-10.089,-16.028,-11.256,-14.663,-19.768,-5.383,-0.068,0.930,0.371,-4.211,0.916,3.387,86.667,28542.000,1.000
-11.340,-12.878,-10.650,-42.232,-19.054,-21.038,-25.063,-3.455,-0.066,0.928,0.368,-4.150,1.129,3.510,86.667,28543.000,1.000
-8.187,-11.385,-11.219,-63.511,-24.537,-24.672,-29.606,-2.542,-0.064,0.928,0.368,-3.998,1.343,3.571,86.667,28544.000,1.000
-3.628,-9.727,-10.850,-77.072,-26.465,-24.501,-31.763,-1.635,-0.061,0.927,0.372,-3.876,1.556,3.632,86.667,28545.000,1.000
4.977,-5.204,-6.294,-71.502,-18.787,-15.694,-25.090,2.582,-0.061,0.928,0.372,-3.662,1.770,3.723,86.667,28546.000,1.000
17.493,2.927,3.825,-38.921,1.565,3.595,-6.318,11.478,-0.060,0.932,0.375,-3.540,2.075,3.784,86.667,28547.000,1.000
29.175,11.847,16.289,12.790,28.584,27.203,18.693,21.918,-0.059,0.930,0.376,-3.540,2.319,3.906,86.667,28548.000,1.000
35.070,18.169,26.348,65.274,51.986,45.873,39.797,29.408,-0.060,0.932,0.376,-3.418,2.594,3.937,86.667,28549.000,1.000
34.673,21.021,32.100,105.948,66.519,55.808,51.800,32.396,-0.060,0.928,0.376,-3.510,2.899,3.998,86.667,28550.000,1.000
30.801,21.315,34.354,134.211,73.564,59.544,56.226,32.145,-0.060,0.926,0.377,-3.571,3.113,3.845,86.667,28551.000,1.000
25.101,19.372,33.474,152.041,74.590,59.319,55.187,29.583,-0.059,0.926,0.375,-3.540,3.357,3.815,86.667,28552.000,1.000
16.405,14.519,28.216,154.168,66.679,52.746,46.870,23.927,-0.059,0.926,0.376,-3.479,3.510,3.815,86.667,28553.000,1.000
3.616,6.835,17.887,132.016,46.423,36.288,28.571,14.514,-0.060,0.926,0.379,-3.387,3.632,3.815,86.667,28554.000,1.000
-11.013,-1.490,4.834,86.398,16.869,11.687,2.778,3.113,-0.060,0.922,0.374,-3.387,3.784,3.632,86.667,28555.000,1.000
-22.972,-7.465,-6.573,31.043,-12.662,-13.666,-22.703,-6.876,-0.059,0.920,0.374,-3.174,4.059,3.418,86.667,28556.000,1.000
-29.785,-10.172,-13.943,-19.321,-34.844,-33.636,-41.779,-13.801,-0.058,0.919,0.374,-3.204,4.333,3.326,86.667,28557.000,1.000
-32.523,-11.295,-18.519,-60.749,-49.933,-48.131,-54.761,-18.915,-0.061,0.916,0.376,-3.082,4.456,3.082,86.667,28558.000,1.000
-32.744,-12.378,-22.234,-96.493,-61.502,-59.479,-64.447,-23.561,-0.061,0.917,0.376,-3.021,4.608,3.021,86.667,28559.000,1.000
-29.632,-12.662,-24.548,-124.706,-69.001,-66.379,-69.726,-26.593,-0.058,0.919,0.374,-2.838,4.761,2.869,86.667,28560.000,1.000
-21.279,-10.251,-23.112,-135.156,-67.278,-63.999,-65.660,-25.436,-0.058,0.922,0.375,-2.747,4.822,2.838,86.667,28561.000,1.000
-8.247,-4.782,-16.884,-119.764,-53.323,-49.926,-49.816,-19.137,-0.059,0.924,0.376,-2.625,5.035,2.747,86.667,28562.000,1.000
5.352,1.817,-7.764,-83.579,-31.436,-28.406,-26.785,-9.814,-0.057,0.926,0.376,-2.441,5.280,2.655,86.667,28563.000,1.000
15.094,7.346,1.191,-41.639,-9.948,-7.269,-4.856,-0.816,-0.061,0.924,0.376,-2.747,5.341,2.502,86.667,28564.000,1.000
19.994,11.384,8.579,-5.376,6.373,8.874,11.216,6.159,-0.063,0.922,0.379,-2.808,5.310,2.350,86.667,28565.000,1.000
21.804,14.399,14.450,23.429,17.979,20.197,21.874,11.127,-0.065,0.921,0.376,-2.747,5.249,2.228,86.667,28566.000,1.000
21.329,15.586,17.910,44.626,24.996,26.857,27.652,13.616,-0.068,0.917,0.377,-2.716,5.280,1.984,86.667,28567.000,1.000
17.394,13.274,17.024,51.661,23.913,26.179,25.976,12.305,-0.070,0.916,0.374,-2.655,5.280,1.831,86.667,28568.000,1.000
9.457,7.322,11.279,36.074,11.589,15.918,14.497,6.992,-0.068,0.918,0.374,-2.594,5.371,1.709,86.667,28569.000,1.000
-0.439,-0.163,2.622,-1.811,-9.549,-1.837,-4.531,-0.451,-0.072,0.923,0.376,-2.533,5.188,1.617,86.667,28570.000,1.000
-9.161,-6.727,-6.371,-50.798,-32.546,-21.768,-25.196,-7.623,-0.074,0.924,0.377,-2.411,5.096,1.434,86.667,28571.000,1.000
-15.188,-11.424,-14.408,-98.083,-51.696,-39.585,-42.747,-13.436,-0.077,0.926,0.376,-2.533,4.944,1.343,86.667,28572.000,1.000
-18.660,-14.289,-20.866,-137.401,-65.344,-53.489,-55.590,-17.772,-0.082,0.925,0.375,-2.655,4.913,1.160,86.667,28573.000,1.000
-18.789,-14.391,-23.803,-165.990,-72.562,-61.309,-62.160,-19.630,-0.082,0.923,0.375,-2.777,4.700,1.099,86.667,28574.000,1.000
-12.747,-9.552,-19.951,-176.637,-69.293,-58.310,-57.989,-16.629,-0.081,0.923,0.378,-2.777,4.364,0.946,86.667,28575.000,1.000
1.575,1.315,-7.542,-158.532,-50.605,-40.226,-38.572,-7.066,-0.080,0.925,0.378,-2.655,4.211,0.916,86.667,28576.000,1.000
22.133,16.156,11.235,-108.333,-17.156,-8.692,-5.409,7.880,-0.080,0.929,0.380,-2.686,4.059,0.916,86.667,28577.000,1.000
42.941,30.560,30.998,-37.859,22.265,27.619,32.421,24.311,-0.083,0.934,0.381,-2.777,3.815,0.885,86.667,28578.000,1.000
57.800,40.470,46.239,32.295,55.977,58.071,63.765,37.765,-0.085,0.936,0.381,-2.869,3.540,0.885,86.667,28579.000,1.000
63.756,44.026,53.789,86.989,77.029,76.335,82.382,45.193,-0.089,0.934,0.379,-3.021,3.326,0.916,86.667,28580.000,1.000
61.135,41.006,52.832,122.835,85.038,81.767,88.217,45.256,-0.093,0.931,0.380,-3.143,3.052,0.916,86.667,28581.000,1.000
51.087,31.456,43.569,141.249,81.592,75.793,82.960,37.606,-0.093,0.929,0.381,-3.204,2.777,0.854,86.667,28582.000,1.000
34.519,16.016,27.028,139.786,66.465,59.003,66.720,22.993,-0.092,0.929,0.383,-3.204,2.502,0.885,86.667,28583.000,1.000
13.789,-2.485,6.212,114.357,39.930,32.830,40.348,4.387,-0.092,0.927,0.382,-3.296,2.075,0.946,86.667,28584.000,1.000
-5.992,-18.964,-13.700,68.988,7.451,2.765,9.547,-12.871,-0.092,0.927,0.382,-3.265,1.831,1.099,86.667,28585.000,1.000
-19.100,-28.583,-27.482,18.305,-20.986,-22.724,-16.245,-23.400,-0.093,0.927,0.383,-3.326,1.617,1.221,86.667,28586.000,1.000
-23.039,-29.543,-32.770,-22.680,-37.764,-37.715,-30.372,-24.999,-0.093,0.927,0.384,-3.326,1.312,1.282,86.667,28587.000,1.000
-19.935,-23.682,-31.086,-49.531,-43.004,-42.645,-33.538,-19.793,-0.090,0.925,0.385,-3.418,1.068,1.495,86.667,28588.000,1.000
-13.836,-14.548,-25.869,-66.425,-41.817,-41.748,-30.818,-12.026,-0.090,0.924,0.380,-3.418,0.763,1.526,86.667,28589.000,1.000
-6.720,-4.689,-19.058,-73.960,-36.499,-36.692,-24.417,-4.296,-0.090,0.925,0.379,-3.265,0.549,1.617,86.667,28590.000,1.000
2.050,5.096,-10.067,-63.824,-23.786,-24.572,-11.511,3.672,-0.089,0.927,0.380,-3.174,0.427,1.801,86.667,28591.000,1.000
12.209,13.969,1.334,-29.318,-1.359,-3.720,9.512,12.216,-0.087,0.929,0.378,-3.113,0.275,1.862,86.667,28592.000,1.000
20.487,20.025,12.490,22.104,25.548,20.681,33.306,19.197,-0.083,0.931,0.380,-3.082,0.153,2.014,86.667,28593.000,1.000
23.610,22.098,19.863,72.677,47.597,40.020,51.301,21.945,-0.084,0.932,0.380,-2.991,0.183,2.045,86.667,28594.000,1.000
22.107,21.540,22.774,110.300,60.392,50.439,60.117,20.780,-0.083,0.931,0.381,-3.082,0.183,2.106,86.667,28595.000,1.000
19.142,20.639,23.298,135.450,66.507,54.415,62.900,18.499,-0.081,0.931,0.381,-2.991,0.244,2.197,86.667,28596.000,1.000
15.931,19.484,22.457,151.324,68.367,54.250,62.244,16.420,-0.077,0.932,0.378,-2.991,0.214,2.228,86.667,28597.000,1.000
10.323,15.866,18.529,152.965,62.975,47.534,55.322,12.884,-0.074,0.933,0.379,-2.869,0.214,2.289,86.667,28598.000,1.000
0.521,8.649,10.101,131.652,46.324,31.272,38.312,6.358,-0.072,0.933,0.376,-2.838,0.305,2.380,86.667,28599.000,1.000
-11.338,0.010,-0.606,88.593,21.106,8.575,13.806,-1.482,-0.069,0.929,0.377,-2.838,0.458,2.411,86.667,28600.000,1.000
-20.575,-6.287,-8.881,38.754,-3.220,-11.752,-9.217,-6.898,-0.063,0.926,0.377,-2.777,0.610,2.502,86.667,28601.000,1.000
-24.451,-8.365,-11.776,-1.238,-18.627,-22.744,-23.239,-7.921,-0.060,0.927,0.374,-2.686,0.977,2.533,86.667,28602.000,1.000
-24.216,-7.563,-10.475,-26.457,-24.981,-24.978,-28.264,-6.197,-0.059,0.925,0.377,-2.594,1.251,2.533,86.667,28603.000,1.000
-22.318,-6.152,-8.076,-41.905,-26.834,-23.509,-28.705,-4.528,-0.059,0.922,0.380,-2.441,1.648,2.472,86.667,28604.000,1.000
-18.707,-4.484,-5.712,-49.122,-25.180,-20.184,-25.687,-3.237,-0.060,0.921,0.381,-2.319,2.014,2.502,86.667,28605.000,1.000
-11.588,-1.538,-2.252,-40.733,-15.970,-11.976,-15.822,-0.428,-0.060,0.920,0.381,-2.289,2.228,2.563,86.667,28606.000,1.000
-1.646,2.149,2.264,-11.318,2.267,2.378,1.691,4.168,-0.059,0.917,0.380,-2.136,2.472,2.472,86.667,28607.000,1.000
6.658,3.950,4.958,30.938,22.938,17.470,20.246,7.547,-0.057,0.917,0.380,-2.167,2.747,2.441,86.667,28608.000,1.000
9.513,2.387,3.508,69.542,36.889,26.080,31.321,6.982,-0.056,0.917,0.376,-2.014,3.021,2.350,86.667,28609.000,1.000
8.198,-0.399,0.078,96.006,42.113,27.667,33.581,4.051,-0.056,0.917,0.380,-1.801,3.265,2.197,86.667,28610.000,1.000
6.836,-1.233,-0.744,114.954,44.092,28.122,32.803,2.775,-0.057,0.919,0.379,-1.648,3.540,2.136,86.667,28611.000,1.000
6.262,-0.508,1.966,131.425,46.211,30.541,32.531,3.972,-0.059,0.922,0.380,-1.434,3.845,2.014,86.667,28612.000,1.000
2.827,-2.133,3.881,139.035,43.986,30.159,28.688,3.926,-0.063,0.923,0.377,-1.434,4.089,1.984,86.667,28613.000,1.000
-6.433,-8.670,0.435,125.568,30.833,20.226,15.209,-0.947,-0.067,0.925,0.380,-1.373,4.120,1.801,86.667,28614.000,1.000
-19.405,-18.056,-8.328,88.273,7.095,0.607,-7.411,-9.892,-0.070,0.926,0.380,-1.343,4.242,1.587,86.667,28615.000,1.000
-30.411,-25.529,-18.189,39.518,-18.838,-21.043,-31.108,-18.555,-0.073,0.927,0.378,-1.343,4.272,1.373,86.667,28616.000,1.000
-35.240,-27.837,-24.745,-3.442,-37.805,-35.892,-47.156,-22.933,-0.074,0.927,0.383,-1.343,4.272,1.251,86.667,28617.000,1.000
-34.079,-25.272,-26.537,-32.031,-46.864,-40.770,-52.842,-22.314,-0.076,0.929,0.384,-1.312,4.181,1.038,86.667,28618.000,1.000
-29.668,-20.187,-24.742,-47.830,-48.596,-38.246,-50.918,-18.680,-0.079,0.930,0.379,-1.434,4.089,0.793,86.667,28619.000,1.000
-23.446,-14.272,-20.573,-52.469,-44.890,-31.045,-43.768,-13.764,-0.077,0.930,0.381,-1.556,3.967,0.610,86.667,28620.000,1.000
-14.808,-7.919,-14.169,-41.635,-34.409,-18.989,-30.820,-7.746,-0.079,0.932,0.381,-1.495,3.845,0.488,86.667,28621.000,1.000
-4.086,-1.887,-6.255,-12.269,-17.175,-2.308,-12.510,-0.943,-0.080,0.931,0.380,-1.526,3.693,0.458,86.667,28622.000,1.000
5.719,2.085,0.766,28.208,1.398,14.848,6.163,4.879,-0.083,0.929,0.382,-1.648,3.418,0.488,86.667,28623.000,1.000
11.290,2.993,4.473,65.345,14.021,26.835,18.830,7.874,-0.087,0.928,0.381,-1.770,3.204,0.366,86.667,28624.000,1.000
12.025,1.847,4.557,90.134,18.273,31.659,23.609,8.014,-0.089,0.925,0.383,-1.831,3.082,0.366,86.667,28625.000,1.000
9.692,0.517,2.590,104.200,17.617,31.768,23.705,6.771,-0.092,0.922,0.384,-1.831,2.655,0.336,86.667,28626.000,1.000
5.353,-0.432,-0.172,111.377,15.379,29.468,21.941,4.998,-0.093,0.922,0.384,-1.617,2.380,0.153,86.667,28627.000,1.000
-2.227,-2.345,-4.234,107.533,9.575,23.018,16.289,1.635,-0.094,0.921,0.385,-1.587,2.136,0.153,86.667,28628.000,1.000
-14.167,-6.536,-10.692,83.255,-4.329,8.947,2.547,-4.790,-0.094,0.923,0.388,-1.526,1.801,0.214,86.667,28629.000,1.000
